重庆歌乐山森林公园,2017-03-20IP属地：未知,索道可以直接通到主峰云顶峰，全程约二十分钟。也可以选择走步道。钢索速降是这里的特色户外项目，很刺激的。建议下了山后去那几红色景点看看，受受教育。
重庆歌乐山森林公园,2016-05-28IP属地：未知,锻炼身体的好地方，天然氧吧，夏天还挺凉快，还有山泉水喝，不错不错
重庆歌乐山森林公园,2019-10-05IP属地：未知,都说要门票，可是我进出没要门票，坐索道也便宜。 山上空气很好，可以看到重庆大片景色，人很少。山顶有个云锦宾馆，只是比较旧，但周围环境还是可以。当时我就住在这里。 最重要的是周边的旅游价值高，革命根据地，白公馆，渣滓洞等等就在山上。山脚就是政法和川外，可以去偶遇下，也可以回忆下学生时代的情怀，美女最爱的逛街圣地磁器口也就在山脚，推荐的两三个小时不够。建议在山顶住一晚，晚上在公园散步，第二天去周边游。很适合情侣
重庆歌乐山森林公园,2018-12-24IP属地：未知,歌乐山很不错，空气好，适合爬山的盛地！ 走在林间小路上，就感觉到空气是那么的凉爽和新鲜，所有不开心、不愉快的事都被抛到九霄云外了，洗涤去身上的焦灼，浮躁，浑身上下轻松愉悦，什么也不去想，也不去做，尽情享受大自然馈赠给我们的美丽！
景点,日期,用户评论
重庆歌乐山森林公园,2018-09-04IP属地：未知,本人坐标川外，那个有着歌乐山皇家女子学院的西南外语类学校，歌乐山就是我们的后花园。歌乐山作为一个4A级景区，树木众多，气候宜人，云里雾里，我要修仙景色主要以自然景色为主，还有一些人为开发的娱乐设施。
重庆歌乐山森林公园,2020-06-08IP属地：未知,歌乐山国家森林公园是免费的，位于重庆市沙坪坝区，以山、水、林、泉、洞、云、雾等自然景观取胜，因为幽深、古朴、旷达的风格被誉为“山城绿宝石”。公园内山高林茂，森林覆盖率达99%，空气真的很好。爬上去很累的，可以坐缆车往返的，也不会很贵，蛮刺激的。山顶上还有很多小景点，随便逛逛也还不错。
重庆歌乐山森林公园,2016-04-09IP属地：未知,去了歌乐山森林公园，你会发现去的不只是森林公园，在其中的有四川外国语大学、西南政法大学、白公馆、渣滓洞，在其周围的有红岩魂广场、磁器口、三峡广场，不但可以欣赏到美丽的景色，可以参观大学，可以来一场历史的洗礼，还可以体会商圈的繁华，还有什么地方比得上这儿呢？
重庆歌乐山森林公园,2015-10-16IP属地：未知,被城市的霓虹灯包裹着，踏上歌乐山，与大自然拥抱，远离喧嚣，一草一木都让人心旷神怡，在密林深处吐纳，没有烦俗的牵绊，悠闲地在环山步道漫步，欣赏着大自然的杰作，更增添情趣。 歌乐山给人一种厚重的感觉，这里的树没有婀娜多姿的妩媚，历经沧桑的成长却给人稳重踏实的感觉，让人安心。这里是心的归属，给自己和心灵一片净土。
重庆歌乐山森林公园,2021-10-12IP属地：未知,重庆歌乐山国家森林公园还是不错的，有公交车去，山上空气清新，适合周末来爬爬山，下山有索道可以坐，还是很方便。
重庆歌乐山森林公园,2017-09-12IP属地：未知,无需门票，买了往返索道，往返50块，不算太贵，主要是太累，不然上行索道，然后自己下山是比较合理的搭配
重庆歌乐山森林公园,2021-06-07IP属地：未知,在歌乐山中，隐藏着许多山林步道，这些步道独具山林景色，野趣十足，步道与步道相连，串联起山洞传统风貌区、白公馆、冰心寓所等38处文物保护单位和刘宇卿、官全斌公馆等14处抗战遗址。 歌乐山也是看日出日落的地方。所有景点都是免门票的。
重庆歌乐山森林公园,2020-03-05IP属地：未知,歌乐山，属大巴山系华蓥山脉的分支中梁山，中梁山南延入重庆沙坪坝区后称为歌乐山。[1]介于东经106°23′52″一106°26′42″，北纬29°29′30″一29°44′50″之间。地跨重庆沙坪坝区中梁镇、歌乐山镇两镇。呈东北一西南走向。长22.6公里，宽4.6公里。呈东北一西南走向，北起于尖坡顶，南止于望江台。海拔一般在500一700米之间，高度依山势走向从东北到西南依次降低。主峰云顶寺海拔693米[2]，为重庆市沙坪坝及邻区最高点。
重庆歌乐山森林公园,2020-02-05IP属地：未知,非常漂亮的地方哦。在重庆的西边，不太远。山上非常凉快，转的时候看到了好像是重庆原点坐标一个建筑，很好。小路崎岖，非常耐人寻味，人也超级多，以后有时间还去吧，玩的很开心，哈哈
重庆歌乐山森林公园,2017-05-21IP属地：未知,歌乐山森林公园在歌乐山山顶，可以乘坐索道上山，也可以开车上山，当然也可以爬上山。山顶风景靓丽，公园的门票也很便宜，仅仅10大洋，所以强力推荐
重庆歌乐山森林公园,2018-06-05IP属地：未知,红色教育基地！免费景点值得游玩。走小路登山吸氧锻炼，又可以避开人群。
重庆歌乐山森林公园,2016-10-18IP属地：未知,歌乐山松柏苍翠、林壑幽美，由歌乐山、蒋介石官邸“林园”和歌乐山烈士陵园三个部分组成，是重庆市民假日休闲、缅怀革命先烈的好去处。
重庆歌乐山森林公园,2021-05-16IP属地：未知,重庆市主城区的天然氧吧，和北碚缙云山齐名！
重庆歌乐山森林公园,2016-08-23IP属地：未知,非常棒的森林公园，关键门票还特别便宜，希望这样的进去更多一些。
重庆歌乐山森林公园,2017-11-13IP属地：未知,很不错的地方，绿意匆匆，是天然氧吧。
重庆歌乐山森林公园,2017-10-04IP属地：未知,早就听别人说过，非常向往，，，明天终于可以轻松体验一下
重庆歌乐山森林公园,2017-02-26IP属地：未知,原来的烈士陵园和渣滓洞的地址，很不错的地方，看着很阴森
重庆歌乐山森林公园,2020-08-14IP属地：未知,从山顶可鸟瞰沙坪坝区，风景也美丽
重庆歌乐山森林公园,2020-08-13IP属地：未知,风景还漂亮，山顶鸟瞰沙坪坝区爽。
重庆歌乐山森林公园,2016-09-03IP属地：未知,周末的时间可以去爬一下，爬山看植物还是很好的锻炼方式
重庆歌乐山森林公园,2019-12-10IP属地：未知,红色之山歌乐山，有烈士陵园，渣子洞，白宫馆。
重庆歌乐山森林公园,2021-05-05IP属地：未知,周末悠闲度假的地方，景色还行，比较高的地势。趣味一般，主要就是爬山。性价比好，没什么收费。停车方便。注意不要使用明火！！！
重庆歌乐山森林公园,2016-10-19IP属地：未知,空气挺好的，就是坡有点陡，不过可以锻炼身体
重庆歌乐山森林公园,2020-06-28IP属地：未知,趁着天气不错，人也不多，出来溜溜弯，歌乐山的空气还是非常不错的，天然氧吧，冬天整座山也是郁郁葱葱的，只不过还是有一些树光秃秃的没有叶子，可能是因为开车上山的缘故，感觉没有走多久就到山顶了，还没有体验到登山的乐趣就结束了
重庆歌乐山森林公园,2020-05-29IP属地：未知,歌乐山很漂亮，还有景点很多，值得一去。
重庆歌乐山森林公园,2018-01-01IP属地：未知,周末爬山锻炼身体，没事再来一份辣子鸡！
重庆歌乐山森林公园,2021-03-05IP属地：未知,很不错 还有索道 爬完山还可以吃个辣子鸡
重庆歌乐山森林公园,2020-08-29IP属地：未知,免费 空气清新 环境洁净 适合爬山 锻炼身体
重庆歌乐山森林公园,2018-06-28IP属地：未知,值得一看，面怀革命先烈换来的美丽江山
重庆歌乐山森林公园,2016-03-12IP属地：未知,很好，绿色植物环绕，可以洗洗肺！！
重庆歌乐山森林公园,2016-05-02IP属地：未知,不错，性价比很高的一个地方，适合休息一下。
重庆歌乐山森林公园,2017-05-17IP属地：未知,重庆市西郊的歌乐山，渣滓洞白公馆就在其脚下，森林植被非常好，山上可远眺重庆
重庆歌乐山森林公园,2018-04-15IP属地：未知,森林覆盖面广，登山而上，既欣赏美景又锻炼锻炼身体。
重庆歌乐山森林公园,2019-08-15IP属地：未知,空气质量很好，还有丛林飞跃，攀岩游戏可玩。
重庆歌乐山森林公园,2017-09-02IP属地：未知,风景特别好 空气特别特别好， 爬爬山 晒着太阳懒洋洋的 十分的惬意 大面积的森林覆盖率
重庆歌乐山森林公园,2018-07-15IP属地：未知,交通方便，可坐公交，也可从白公馆后面爬山上去，空气好。
重庆歌乐山森林公园,2017-10-06IP属地：未知,位于重庆城区中，有些上路比较陡，园中空气不错！
重庆歌乐山森林公园,2016-03-03IP属地：未知,健身角度来说算不错，景色也不错，但是配套设施不健全，趣味较低
重庆歌乐山森林公园,2018-10-17IP属地：未知,空气新鲜，森林覆盖率高，夏天凉快，
重庆歌乐山森林公园,2019-04-29IP属地：未知,免费的，天然氧吧，有个观景台天气好的时候观景很不错。
重庆歌乐山森林公园,2016-05-02IP属地：未知,不错，性价比很高的一个地方，适合休息一下。
重庆歌乐山森林公园,2017-05-17IP属地：未知,重庆市西郊的歌乐山，渣滓洞白公馆就在其脚下，森林植被非常好，山上可远眺重庆
重庆歌乐山森林公园,2018-04-15IP属地：未知,森林覆盖面广，登山而上，既欣赏美景又锻炼锻炼身体。
重庆歌乐山森林公园,2019-08-15IP属地：未知,空气质量很好，还有丛林飞跃，攀岩游戏可玩。
重庆歌乐山森林公园,2017-09-02IP属地：未知,风景特别好 空气特别特别好， 爬爬山 晒着太阳懒洋洋的 十分的惬意 大面积的森林覆盖率
重庆歌乐山森林公园,2018-07-15IP属地：未知,交通方便，可坐公交，也可从白公馆后面爬山上去，空气好。
重庆歌乐山森林公园,2017-10-06IP属地：未知,位于重庆城区中，有些上路比较陡，园中空气不错！
重庆歌乐山森林公园,2016-03-03IP属地：未知,健身角度来说算不错，景色也不错，但是配套设施不健全，趣味较低
重庆歌乐山森林公园,2018-10-17IP属地：未知,空气新鲜，森林覆盖率高，夏天凉快，
重庆歌乐山森林公园,2019-04-29IP属地：未知,免费的，天然氧吧，有个观景台天气好的时候观景很不错。
重庆歌乐山森林公园,2016-05-02IP属地：未知,不错，性价比很高的一个地方，适合休息一下。
重庆歌乐山森林公园,2017-05-17IP属地：未知,重庆市西郊的歌乐山，渣滓洞白公馆就在其脚下，森林植被非常好，山上可远眺重庆
重庆歌乐山森林公园,2018-04-15IP属地：未知,森林覆盖面广，登山而上，既欣赏美景又锻炼锻炼身体。
重庆歌乐山森林公园,2019-08-15IP属地：未知,空气质量很好，还有丛林飞跃，攀岩游戏可玩。
重庆歌乐山森林公园,2017-09-02IP属地：未知,风景特别好 空气特别特别好， 爬爬山 晒着太阳懒洋洋的 十分的惬意 大面积的森林覆盖率
